uem,inc_uem,dindiza,inc_dindiza,massangena,inc_massangena,pomene,inc_pomene,maravia,inc_maravia,nhangau,inc_nhangau,nhapassa_1,inc_nhapassa_1,lugela_1,inc_lugela_1,chomba,inc_chomba,nanhupo_1,inc_nanhupo_1,massangulo,inc_massangulo_1
0.685,0.012,,,0.319,0.08,0.191,0.204,0.778,0.009,,,0.737,0.066,0.001,-0.001,,,,,0.907,-0.152
0.697,0.011,,,0.399,0.074,0.395,-0.395,0.787,0.008,,,0.803,0.123,0,0.705,,,,,0.755,-0.755
0.708,0.01,,,0.472,0.158,0.704,0.006,0.795,0.008,,,0.926,-0.325,0.705,-0.705,,,,,0.977,-0.977
0.718,0.009,,,0.63,0.11,0.71,-0.71,0.803,0.008,,,0.601,-0.245,0.209,-0.208,,,,,0.989,-0.031
0.727,0.008,,,0.74,0,0.949,-0.949,0.81,0.007,,,0.357,-0.085,0.001,-0.001,,,,,0.959,-0.145
0.735,-0.008,,,0.74,-0.071,,-1.009,0.818,0.005,,,0.272,0.475,0.001,-0.001,,,,,0.813,-0.398
0.727,0.022,,,0.669,0.002,0.949,-0.158,0.823,0.004,,,0.747,0.203,0.112,0.674,,,,,0.416,-0.07
0.749,0.006,,,0.67,0.243,0.791,0.085,0.827,0.005,,,0.95,-0.026,0.786,-0.786,,,,,0.346,-0.073
0.755,-0.008,,,0.914,0.02,0.876,0.098,0.832,0.001,,,0.925,0.017,0.304,-0.304,,,,,0.273,-0.12
0.746,0.019,,,0.934,-0.14,0.974,0.019,0.834,0.004,,,0.942,-0.011,0.001,-0.001,,,,,0.153,-0.105
0.765,-0.009,,,0.794,0.117,0.993,-0.993,0.837,0.003,,,0.931,-0.001,0.006,0.265,,,,,0.048,-0.048
0.756,0.017,,,0.911,0.063,,-1.005,0.84,0.002,,,0.93,0.029,0.27,-0.27,,,,,0.907,-0.401
0.773,0.003,,,0.974,0.028,0.796,-0.796,0.842,0.004,,,0.959,-0.041,0.003,0,,,,,0.506,0.22
0.776,0.003,,,,-0.017,0.969,-0.109,0.845,0.004,,,0.918,0.007,0.003,-0.003,,,,,0.726,0.221
0.779,0.003,,,0.985,-0.118,0.86,-0.246,0.849,0.002,,,0.925,0.014,0,0.546,,,,,0.947,-0.947
0.782,0.002,,,0.867,0.02,0.614,-0.203,0.851,0.004,,,0.938,-0.067,0.546,-0.546,,,,,0.305,0.312
0.784,0.002,,,0.886,0.039,0.411,-0.411,0.854,-0.001,,,0.871,-0.011,0.245,-0.244,,,,,0.616,0.032
0.786,0.002,,,0.926,-0.124,0.968,-0.968,0.854,0.001,,,0.861,0.069,0.001,0.134,,,,,0.649,-0.177
0.788,-0.009,,,0.802,-0.185,0.951,-0.951,0.855,0.005,,,0.93,-0.061,0.135,-0.135,,,,,0.472,-0.108
0.779,0.022,,,0.618,-0.16,0.697,-0.697,0.86,0.001,,,0.869,0.063,0.003,0.024,,,,,0.364,-0.009
0.801,-0.009,,,0.458,0.351,0.339,0.549,0.86,0.001,,,0.932,0.024,0.026,-0.026,,,,,0.355,0.235
0.792,0.02,,,0.809,-0.029,0.888,-0.037,0.861,0.001,,,0.956,-0.106,0.006,0.026,,,,,0.591,0.29
0.812,0.01,,,0.78,-0.328,0.851,-0.851,0.862,0.007,,,0.851,0.09,0.032,-0.032,,,,,0.881,-0.374
0.822,0,,,0.452,0.339,0.835,0.004,0.868,-0.008,,,0.94,-0.066,0.025,-0.025,,,,,0.507,-0.207
0.822,0,,,0.791,0.074,0.839,-0.839,0.86,-0.017,,,0.875,0.017,0.003,-0.003,,,,,0.3,0.012
0.822,0.009,,,0.865,-0.075,0.969,-0.969,0.843,0.034,,,0.892,0.062,0.146,-0.146,,,,,0.312,0.006
0.83,-0.001,,,0.791,-0.028,0.843,-0.338,0.877,-0.011,,,0.953,0.009,0,0.005,,,,,0.317,-0.317
0.83,-0.001,,,0.763,0.087,0.505,0.476,0.865,-0.271,,,0.962,0.011,0.005,-0.005,,,,,0.63,0.106
0.829,-0.001,,,0.85,0.055,0.981,-0.981,0.595,0.329,,,0.973,-0.093,0.375,-0.293,,,,,0.737,-0.416
0.828,-0.001,,,0.905,-0.147,0.884,-0.884,0.923,0.066,,,0.88,-0.458,0.082,-0.082,,,,,0.321,0.293
0.827,-0.001,,,0.758,-0.046,0.726,0.249,0.989,-0.388,,,0.422,0.322,0.148,-0.143,,,,,0.614,-0.614
0.826,-0.001,,,0.712,0.05,0.975,-0.975,0.601,-0.387,,,0.745,0.158,0.004,-0.002,,,,,0.974,-0.036
0.825,-0.001,,,0.762,0.179,0.922,-0.126,0.215,0.02,,,0.903,0.061,0.003,0.32,,,,,0.938,-0.034
0.824,0.006,,,0.941,-0.068,0.796,0.121,0.235,0.016,,,0.964,0.019,0.322,-0.317,,,,,0.904,-0.107
0.831,-0.001,,,0.873,-0.143,0.917,-0.163,0.251,0.148,,,0.982,-0.235,0.006,-0.006,,,,,0.797,-0.184
0.829,0.013,,,0.73,0.021,0.754,-0.754,0.398,0.32,,,0.747,-0.168,0.001,0.009,,,,,0.613,-0.236
0.843,-0.002,,,0.75,0.092,0.965,-0.191,0.719,0.223,,,0.579,0.162,0.01,0.001,,,,,0.378,-0.212
0.841,-0.002,,,0.842,0.106,0.774,-0.774,0.942,-0.056,,,0.741,-0.269,0.011,0.017,,,,,0.165,-0.082
0.84,0.005,,,0.948,0.053,0.661,0.326,0.886,-0.026,,,0.472,-0.17,0.028,0.013,,,,,0.083,-0.083
0.845,0.005,,,,-0.005,0.988,-0.988,0.86,-0.07,,,0.302,-0.035,0.041,-0.041,,,,,0.602,0.131
0.85,0.005,,,0.996,-0.051,,-1.007,0.791,-0.032,,,0.267,-0.009,0.401,-0.401,,,,,0.733,-0.056
0.855,0.005,,,0.945,-0.945,0.817,-0.375,0.759,-0.077,,,0.258,-0.018,0,0,,,,,0.676,0.246
0.859,-0.002,,,0.974,-0.974,0.443,-0.058,0.682,-0.092,,,0.24,-0.058,0.014,-0.014,,,,,0.922,-0.243
0.857,-0.002,,,0.816,-0.26,0.385,0.074,0.59,-0.245,,,0.181,-0.011,0.14,-0.14,,,,,0.679,0.061
0.855,-0.002,,,0.556,-0.556,0.459,0.147,0.345,0.038,,,0.171,0.01,0.004,-0.004,,,,,0.739,-0.001
0.853,0.004,,,0.973,-0.025,0.606,-0.606,0.383,-0.126,,,0.181,0.107,0.117,0.062,,,,,0.738,-0.072
0.858,-0.002,,,0.948,-0.948,0.997,0.011,0.257,-0.134,,,0.287,-0.003,0.179,-0.179,,,,,0.666,0.216
0.856,0.004,,,0.686,-0.118,,-0.001,0.123,-0.081,,,0.285,0.003,0.016,-0.016,,,,,0.882,-0.019
0.859,-0.002,,,0.568,0.13,,-1.008,0.042,-0.037,,,0.287,0.022,0.004,-0.004,,,,,0.863,-0.863
0.857,-0.002,,,0.698,-0.023,0.947,-0.593,0.004,-0.004,,,0.309,-0.033,0.002,-0.002,,,,,0.998,-0.998
0.855,-0.002,,,0.675,0.201,0.354,0.332,0.001,0.023,,,0.276,-0.097,0.108,0.204,,,,,0.742,-0.742
0.853,0.004,,,0.876,0.045,0.686,0.145,0.024,0.073,,,0.179,-0.179,0.312,-0.312,,,,,0.615,-0.615
0.857,0.009,,,0.921,-0.044,0.831,-0.12,0.097,0.103,,,0.177,-0.008,0.013,-0.013,,,,,0.826,-0.826
0.866,-0.002,,,0.877,-0.002,0.711,-0.199,0.199,0.106,,,0.169,0.066,0.001,0.026,,,,,0.763,0.07
0.864,0.003,,,0.876,0.058,0.512,-0.153,0.305,0.074,,,0.235,0.035,0.027,-0.027,,,,,0.833,-0.062
0.867,0.008,,,0.934,0.011,0.359,-0.359,0.379,0.057,,,0.27,-0.021,0,0,,,,,0.771,-0.417
0.875,-0.002,,,0.945,0.018,0.975,-0.975,0.436,0.051,,,0.249,0.008,0.011,-0.011,,,,,0.355,0.494
0.873,0.008,,,0.963,-0.006,0.967,-0.593,0.486,0.043,,,0.257,0.031,0,0,,,,,0.849,-0.186
0.881,0.003,,,0.957,-0.008,0.375,-0.064,0.53,0.038,,,0.288,0.041,0.118,-0.025,,,,,0.662,0.157
0.883,-0.002,,,0.95,0.001,0.311,0.108,0.568,0.034,,,0.329,0.145,0.093,-0.093,,,,,0.82,-0.535
0.881,0.007,,,0.951,0.008,0.419,0.297,0.602,0.028,,,0.474,0.024,0.002,-0.002,,,,,0.285,0.162
0.889,-0.002,,,0.959,-0.005,0.716,0.271,0.63,0.025,,,0.498,0.006,0.001,-0.001,,,,,0.447,-0.123
0.886,0.002,,,0.955,0.003,0.987,-0.987,0.656,0.022,,,0.503,0.496,0.866,-0.754,,,,,0.324,0.185
0.889,0.002,,,0.957,0.001,0.626,-0.165,0.677,0.019,,,1,-0.037,0.112,-0.112,,,,,0.51,-0.196
0.891,0.002,,,0.958,0.006,0.462,0.487,0.696,0.016,,,0.963,-0.963,0.001,-0.001,,,,,0.314,0.01
0.893,0.002,,,0.964,-0.001,0.948,-0.066,0.712,0.016,,,0.937,-0.121,0.001,-0.001,,,,,0.324,0.074
0.895,0.007,,,0.964,-0.707,0.883,-0.883,0.728,0.016,,,0.817,0.01,0.001,0.001,,,,,0.398,0.383
0.902,0.002,,,0.257,0.452,0.949,-0.039,0.743,0.013,,,0.826,0.05,0.002,-0.002,,,,,0.78,-0.119
0.904,-0.002,,,0.709,0.294,0.91,0.044,0.756,0.011,,,0.876,0.118,0,0,,,,,0.661,0.032
0.902,0.002,,,,-0.577,0.954,-0.032,0.768,0.009,,,0.994,-0.994,0,0,,,,,0.693,0.235
0.903,0.01,,,0.426,0.549,0.922,-0.094,0.777,0.008,,,0.976,-0.832,0.078,-0.078,,,,,0.929,-0.278
0.914,0.002,,,0.974,-0.009,0.827,0.114,0.784,0.008,,,0.144,0.226,0,0,,,,,0.651,-0.289
0.916,-0.002,,,0.965,-0.054,0.941,-0.118,0.792,0.008,,,0.371,-0.112,0.001,-0.001,,,,,0.361,0.293
0.913,0.002,,,0.912,0.095,0.823,0.086,0.8,0.008,,,0.259,0.739,0.001,-0.001,,,,,0.654,-0.211
0.915,0.006,,,,-1.007,0.909,-0.909,0.807,0.005,,,0.998,-0.002,0,0.001,,,,,0.443,0.178
0.921,0.006,,,0.982,-0.02,0.871,-0.871,0.812,0.006,,,0.996,-0.004,0.002,-0.002,,,,,0.621,0.192
0.926,-0.002,,,0.962,0.025,0.937,0.037,0.819,0.006,,,0.992,-0.001,0,0,,,,,0.813,-0.321
0.924,-0.002,,,0.987,-0.006,0.974,-0.974,0.825,0.003,,,0.991,-0.002,0,0,,,,,0.492,0.018
0.921,0.002,,,0.98,0.012,0.934,-0.261,0.828,0.004,,,0.989,0.001,0.15,-0.15,,,,,0.51,0.05
0.923,0.001,,,0.992,-0.992,0.673,0.069,0.832,0.005,,,0.99,-0.003,0.002,-0.002,,,,,0.561,-0.207
0.924,0.001,,,0.982,-0.478,0.742,-0.022,0.836,0.002,,,0.988,0.001,0.451,-0.451,,,,,0.354,-0.198
0.926,0.005,,,0.504,-0.504,0.72,-0.72,0.838,0.006,,,0.988,-0.002,0.01,0.038,,,,,0.156,-0.081
0.931,0.001,,,0.364,0.055,0.774,-0.02,0.844,0,,,0.987,0.002,0.049,0.646,,,,,0.076,-0.076
0.932,0.005,,,0.419,0.151,0.755,-0.191,0.845,0.005,,,0.988,0.002,0.695,-0.695,,,,,0.994,-0.044
0.937,0.001,,,0.57,0.21,0.563,0.39,0.849,0.003,,,0.99,0.001,0,0,,,,,0.95,0.006
0.939,-0.002,,,0.78,-0.78,0.954,-0.131,0.852,-0.001,,,0.991,0.009,0.002,-0.002,,,,,0.956,-0.136
0.936,0.005,,,0.8,-0.529,0.823,-0.823,0.851,0.005,,,,-0.002,0.147,-0.147,,,,,0.82,-0.175
0.941,-0.002,,,0.27,0.046,0.983,-0.052,0.856,0.009,,,0.999,0.002,0.003,0.151,,,,,0.645,-0.226
0.939,0.005,,,0.316,0.066,0.931,0.067,0.865,0.002,,,,0,0.154,-0.154,,,,,0.419,-0.211
0.943,-0.002,,,0.382,0.244,0.998,-0.998,0.867,0.01,,,,0.008,0.268,-0.196,,,,,0.208,-0.088
0.941,-0.002,,,0.626,-0.267,0.615,0.284,0.878,-0.011,,,,0,0.072,-0.02,,,,,0.12,-0.12
0.939,0.008,,,0.359,-0.041,0.9,-0.136,0.866,-0.355,,,,-0.001,0.052,-0.052,,,,,0.728,-0.266
0.947,0.001,,,0.318,0.096,0.764,-0.343,0.511,0.075,,,,-1.008,0.004,-0.004,,,,,0.462,0.478
0.948,0.004,,,0.414,0.313,0.421,-0.072,0.587,0.274,,,0.255,0.642,0.277,-0.229,,,,,0.941,0.054
0.952,0.001,,,0.726,0.081,0.349,-0.114,0.861,-0.509,,,0.897,-0.897,0.048,-0.01,,,,,0.995,-0.608
0.954,0.004,,,0.807,-0.421,0.235,0.103,0.352,0.233,,,,-0.643,0.038,-0.038,,,,,0.387,0.111
0.958,-0.002,,,0.386,-0.01,0.338,0.075,0.585,-0.301,,,0.366,-0.241,0.009,-0.009,,,,,0.498,0.114
0.956,0.004,,,0.376,0.071,0.414,-0.039,0.284,0.256,,,0.125,0.011,0.067,-0.067,,,,,0.612,-0.22
0.96,0.001,,,0.447,-0.016,0.374,-0.02,0.54,0.375,,,0.137,0.014,0.002,-0.002,,,,,0.391,0.559
0.961,0.001,,,0.431,0.068,0.355,-0.066,0.915,-0.122,,,0.151,0.02,0.634,-0.634,,,,,0.95,-0.677
0.962,-0.002,,,0.499,0.047,0.289,0.07,0.793,0.04,,,0.171,0.057,0.493,-0.492,,,,,0.274,-0.274
0.96,0.004,,,0.545,-0.216,0.359,-0.019,0.833,-0.399,,,0.227,0.654,0.001,-0.001,,,,,0.596,-0.596
0.964,-0.008,,,0.329,0.063,0.34,-0.34,0.434,0.191,,,0.881,-0.881,0.003,-0.003,,,,,0.249,0.238
0.956,0.001,,,0.392,0.013,0.452,0.149,0.625,0.223,,,0.74,-0.329,0.001,0,,,,,0.487,0.209
0.957,0.004,,,0.406,0.001,0.601,-0.601,0.848,-0.029,,,0.412,0.444,0,0,,,,,0.696,0.016
0.961,0.007,,,0.407,0.117,0.987,-0.987,0.819,-0.017,,,0.855,-0.855,0.343,-0.343,,,,,0.712,0.282
0.968,-0.014,,,0.523,0.038,0.949,-0.949,0.802,-0.027,,,0.351,0.05,0.002,-0.002,,,,,0.993,-0.993
0.954,-0.002,,,0.561,0.166,,-0.08,0.775,-0.012,,,0.401,0.03,0,0.001,,,,,0.862,-0.568
0.952,-0.005,,,0.692,0.286,0.922,-0.922,0.763,-0.007,,,0.431,0.031,0.001,-0.001,,,,,0.294,-0.1
0.947,0.007,,,0.978,-0.013,0.82,-0.82,0.756,-0.019,,,0.462,0.177,0.002,0.046,,,,,0.193,-0.048
0.954,0.001,,,0.966,0.001,0.945,-0.128,0.737,-0.018,,,0.639,-0.639,0.048,-0.018,,,,,0.145,-0.06
0.955,-0.002,,,0.966,-0.01,0.817,0.124,0.719,-0.081,,,0.675,-0.358,0.03,-0.03,,,,,0.085,-0.085
0.953,0.015,,,0.957,0.002,0.941,-0.941,0.638,-0.088,,,0.317,0.034,0.001,0,,,,,0.673,-0.162
0.969,-0.005,,,0.959,0.033,0.313,0.186,0.55,-0.062,,,0.351,0.357,0,0,,,,,0.51,-0.251
0.964,-0.01,,,0.992,-0.005,0.5,-0.5,0.488,-0.101,,,0.708,0.27,0.107,-0.107,,,,,0.26,0.616
0.954,0.015,,,0.987,-0.011,0.988,-0.152,0.388,-0.126,,,0.978,-0.475,0.001,-0.001,,,,,0.876,-0.876
0.969,-0.007,,,0.977,0.014,0.836,-0.231,0.262,-0.121,,,0.504,-0.156,0.091,-0.091,,,,,0.969,-0.969
0.961,0.012,,,0.99,0,0.605,-0.233,0.141,-0.091,,,0.348,0.159,0.016,-0.016,,,,,0.693,0.287
0.973,-0.004,,,0.99,0.001,0.373,0.236,0.05,-0.046,,,0.507,-0.507,0.011,-0.011,,,,,0.98,-0.98
0.969,0.001,,,0.991,-0.001,0.43,-0.43,0.004,-0.004,,,0.582,0.367,0.099,0.34,,,,,0.878,-0.358
0.97,-0.007,,,0.991,-0.011,,-0.587,0.003,0.029,,,0.95,-0.95,0.439,-0.331,,,,,0.52,0.405
0.963,-0.004,,,0.98,-0.064,0.413,0.143,0.032,0.043,,,0.595,-0.595,0.108,-0.075,,,,,0.925,-0.292
0.959,-0.007,,,0.916,0.064,0.556,-0.022,0.075,0.094,,,0.265,0.689,0.033,0.622,,,,,0.633,0.157
0.952,0.019,,,0.981,-0.003,0.534,0.046,0.169,0.189,,,0.953,-0.296,0.655,-0.655,,,,,0.79,-0.212
0.971,-0.015,,,0.978,0.013,0.58,-0.027,0.358,-0.03,,,0.658,-0.402,0,0,,,,,0.578,-0.578
0.957,0.017,,,0.991,-0.246,0.553,-0.042,0.327,0.037,,,0.256,0.498,0,0.014,,,,,0.79,-0.227
0.973,0.004,,,0.745,-0.097,0.511,0.1,0.364,0.104,,,0.754,-0.754,0.014,-0.014,,,,,0.563,0.089
0.977,-0.002,,,0.648,-0.136,0.611,-0.027,0.468,0.009,,,0.848,0.088,0,0,,,,,0.652,-0.652
0.975,0.001,,,0.512,-0.099,0.585,0.014,0.477,-0.034,,,0.935,-0.141,0.014,-0.014,,,,,0.575,0.004
0.977,0.006,,,0.413,0.018,0.598,0.075,0.443,0.107,,,0.794,0.207,0.261,-0.259,,,,,0.578,-0.257
0.983,0.013,,,0.431,0.016,0.673,0.099,0.55,0.047,,,,-0.006,0.002,-0.002,,,,,0.321,-0.049
0.996,-0.011,,,0.447,0.042,0.772,0.158,0.597,0.018,,,0.994,0.015,0.125,-0.125,,,,,0.272,-0.069
0.985,0.001,,,0.489,0.125,0.929,0.044,0.615,0.033,,,,-0.061,0.008,0.149,,,,,0.203,-0.067
0.986,-0.009,,,0.615,-0.615,0.973,-0.973,0.648,0.02,,,0.949,-0.019,0.157,-0.139,,,,,0.137,-0.078
0.977,0.001,,,0.701,0.093,,-0.005,0.668,0.017,,,0.93,-0.083,0.018,-0.018,,,,,0.058,-0.058
0.978,-0.018,,,0.795,-0.387,,-0.001,0.685,0.016,,,0.847,-0.025,0.164,-0.021,,,,,0.997,-0.008
0.96,0.023,,,0.408,0.257,0.999,-0.002,0.702,-0.009,,,0.823,-0.133,0.142,0.08,,,,,0.988,-0.127
0.982,0.001,,,0.665,-0.665,0.998,-0.002,0.693,0.036,,,0.689,-0.139,0.222,-0.148,,,,,0.862,-0.024
0.984,-0.011,,,0.665,0.32,0.996,-0.005,0.729,0.014,,,0.55,0.362,0.074,-0.073,,,,,0.837,-0.029
0.973,0.001,,,0.985,-0.005,0.991,-0.002,0.743,0.014,,,0.912,-0.912,0.001,0.118,,,,,0.808,0.181
0.974,-0.001,,,0.98,-0.023,0.99,-0.001,0.758,-0.009,,,,-0.445,0.118,-0.053,,,,,0.989,-0.989
0.973,0.006,,,0.956,-0.956,0.988,-0.001,0.749,0.021,,,0.558,0.387,0.065,-0.065,,,,,0.954,-0.954
0.979,-0.027,,,0.899,-0.096,0.987,-0.005,0.77,-0.058,,,0.945,-0.201,0.005,-0.005,,,,,0.893,-0.893
0.952,0.013,,,0.803,-0.572,0.982,-0.001,0.712,0.044,,,0.743,0.043,0.005,0.007,,,,,0.758,0.029
0.965,-0.022,,,0.231,0.531,0.981,-0.004,0.756,0.166,,,0.786,-0.555,0.013,-0.013,,,,,0.787,0.036
0.943,0.04,,,0.763,-0.298,0.978,-0.002,0.922,-0.136,,,0.231,0.001,0.001,0.004,,,,,0.823,-0.056
0.983,-0.015,,,0.465,0.476,0.976,-0.001,0.785,-0.382,,,0.232,0.034,0.004,-0.004,,,,,0.767,-0.223
0.969,0.015,,,0.941,-0.241,0.975,0,0.404,0.415,,,0.266,0.023,0.015,-0.015,,,,,0.544,-0.019
0.983,0.003,,,0.7,0.191,0.975,-0.001,0.819,-0.051,,,0.289,-0.009,0.001,-0.001,,,,,0.525,-0.087
0.987,-0.704,,,0.891,-0.007,0.974,0,0.768,0.069,,,0.28,0.011,0.047,0.018,,,,,0.437,0.081
0.283,0.709,,,0.884,0.084,0.974,0.003,0.837,0.016,,,0.291,-0.028,0.065,-0.065,,,,,0.519,0.091
0.991,-0.012,,,0.968,-0.968,0.977,0.001,0.853,0.026,,,0.263,0.024,0.007,-0.007,,,,,0.61,-0.089
0.979,-0.023,,,0.689,-0.689,0.978,-0.001,0.879,-0.225,,,0.286,0.242,0.406,-0.406,,,,,0.521,0.029
0.957,-0.162,,,0.954,-0.317,0.978,0.002,0.653,-0.015,,,0.529,0.105,0.001,-0.001,,,,,0.55,-0.55
0.795,0.195,,,0.637,-0.637,0.979,0.003,0.638,0.161,,,0.633,-0.633,0.042,-0.006,,,,,0.819,-0.14
0.99,0.003,,,0.401,-0.401,0.982,0.002,0.8,-0.172,,,0.639,0.296,0.036,-0.01,,,,,0.679,0.313
0.993,-0.035,,,0.662,0.277,0.984,0.001,0.627,0.238,,,0.935,-0.047,0.027,-0.027,,,,,0.992,-0.577
0.958,0.021,,,0.939,0.01,0.985,-0.005,0.865,0.048,,,0.888,-0.373,0.967,-0.955,,,,,0.416,-0.113
0.978,0.023,,,0.949,0.019,0.98,0.006,0.914,0.057,,,0.515,-0.181,0.013,-0.013,,,,,0.303,0.211
,-0.729,,,0.969,-0.012,0.986,0,0.971,0.002,,,0.335,0.014,0.001,-0.001,,,,,0.514,0.095
0.272,0.712,,,0.957,-0.011,0.986,0.002,0.973,-0.59,,,0.349,0.038,0,0,,,,,0.609,-0.022
0.985,0.01,,,0.946,-0.946,0.988,-0.002,0.383,0.534,,,0.386,-0.023,0,0.038,,,,,0.587,0.055
0.994,0.008,,,0.9,0.089,0.986,0.004,0.917,0.034,,,0.363,0.203,0.038,-0.034,,,,,0.642,0.063
,-0.013,,,0.989,-0.442,0.99,-0.013,0.951,-0.2,,,0.566,0.311,0.004,-0.004,,,,,0.706,0.256
0.989,0.003,,,0.547,0.17,0.977,0.022,0.751,-0.039,,,0.877,-0.402,0.001,0.906,,,,,0.962,-0.064
0.992,-0.992,,,0.717,-0.21,0.999,-0.01,0.712,0.065,,,0.476,0.003,0.906,-0.862,,,,,0.898,-0.061
0.595,-0.323,,,0.507,0.021,0.988,0.004,0.778,0.122,,,0.479,0.096,0.044,-0.044,,,,,0.838,-0.838
0.272,0.586,,,0.528,0.102,0.993,-0.045,0.9,-0.081,,,,-1.005,0,0,,,,,0.911,-0.405
0.858,-0.139,,,0.63,-0.63,0.948,0.022,0.819,-0.062,,,0.682,-0.141,0.023,-0.023,,,,,0.506,0.487
0.719,0.213,,,0.941,-0.941,0.97,0.03,0.757,-0.149,,,0.541,0.302,0.199,-0.199,,,,,0.993,-0.659
0.932,-0.932,,,0.779,-0.478,,-0.025,0.609,0.237,,,0.842,-0.065,0.297,-0.297,,,,,0.335,-0.335
0.973,-0.973,,,0.302,0.333,0.975,0.011,0.846,-0.009,,,0.777,-0.267,0.022,-0.021,,,,,0.485,0.399
0.361,-0.042,,,0.635,0.201,0.986,-0.447,0.837,-0.025,,,0.511,0.237,0.001,-0.001,,,,,0.883,-0.472
0.319,-0.319,,,0.836,-0.483,0.54,-0.285,0.813,0.01,,,0.748,0.201,0.075,-0.075,,,,,0.411,-0.055
0.813,-0.335,,,0.353,0.327,0.254,0.605,0.822,0.036,,,0.949,-0.949,0.001,0.136,,,,,0.356,0.117
0.478,-0.478,,,0.68,0.182,0.859,0.075,0.858,-0.043,,,0.861,-0.225,0.136,-0.136,,,,,0.474,-0.117
0.378,0.525,,,0.862,-0.286,0.934,-0.018,0.815,0.017,,,0.635,-0.019,0,0,,,,,0.356,-0.045
0.903,-0.366,,,0.576,0.197,0.916,0.021,0.832,-0.058,,,0.616,0.353,0,0.37,,,,,0.312,-0.098
0.537,0.176,,,0.773,0.111,0.937,0.027,0.774,-0.032,,,0.969,0.04,0.371,-0.368,,,,,0.213,-0.13
0.713,-0.713,,,0.884,-0.088,0.964,0.039,0.742,-0.047,,,,-0.13,0.003,-0.003,,,,,0.083,-0.062
0.445,-0.061,,,0.796,-0.796,,-0.204,0.695,-0.292,,,0.88,0.129,0.001,-0.001,,,,,0.021,-0.021
0.384,0.538,,,0.868,0.027,0.8,-0.181,0.403,0.187,,,,-0.007,0.036,-0.022,,,,,0.955,-0.339
0.923,0,,,0.896,0.102,0.619,0.153,0.59,-0.062,,,,-0.019,0.014,-0.014,,,,,0.616,-0.101
0.923,-0.923,,,0.998,-0.998,0.771,-0.358,0.528,-0.086,,,0.982,0.004,0.529,-0.522,,,,,0.515,-0.049
0.913,-0.035,,,0.677,0.233,0.413,-0.11,0.442,-0.137,,,0.987,-0.007,0.007,-0.007,,,,,0.466,-0.002
0.878,-0.878,,,0.91,0.025,0.303,0.004,0.306,-0.135,,,0.98,-0.802,0.884,-0.77,,,,,0.465,0.088
0.935,-0.935,,,0.935,0.029,0.307,-0.023,0.171,-0.107,,,0.178,0.585,0.114,-0.114,,,,,0.552,-0.151
0.762,-0.323,,,0.963,-0.146,0.704,-0.704,0.064,-0.053,,,0.763,0.124,0.001,-0.001,,,,,0.401,0.138
0.439,0.146,,,0.817,0.177,0.826,-0.826,0.011,-0.011,,,0.887,-0.725,0.01,-0.005,,,,,0.539,-0.192
0.585,-0.023,,,0.994,-0.224,0.915,-0.915,0.046,0.176,,,0.162,0.42,0.005,-0.005,,,,,0.347,0.052
0.561,0.263,,,0.771,-0.421,0.815,0.189,0.222,0.248,,,0.582,0.397,0.005,-0.005,,,,,0.4,0.197
0.825,-0.825,,,0.35,0.156,,-0.247,0.47,0.251,,,0.98,-0.052,0.006,-0.006,,,,,0.597,-0.291
0.929,-0.54,,,0.506,0.136,0.758,-0.061,0.721,0.167,,,0.928,-0.928,0.037,-0.037,,,,,0.306,0.072
0.389,0.174,,,0.643,0.201,0.697,0.007,0.888,0.061,,,0.67,0.317,0.049,-0.049,,,,,0.378,-0.08
0.563,-0.563,,,0.844,-0.368,0.704,0.034,0.949,0.035,,,0.987,-0.374,0,0,,,,,0.298,0.033
0.809,-0.809,,,0.476,0.53,0.738,-0.025,0.984,0.016,,,0.613,-0.276,0,0,,,,,0.331,0.268
0.385,0.423,,,,-0.335,0.713,0.243,1,0.009,,,0.336,0.379,0.005,-0.005,,,,,0.599,0.038
0.807,-0.426,,,0.671,0.315,0.956,-0.088,,-1.009,,,0.715,-0.318,0.001,-0.001,,,,,0.637,0.255
0.381,-0.381,,,0.986,-0.187,0.869,-0.869,0.051,0.151,,,0.397,-0.17,0.005,-0.005,,,,,0.892,-0.361
0.31,0.371,,,0.799,-0.183,0.723,-0.011,0.202,0.26,,,0.227,0.019,0.002,-0.002,,,,,0.531,0.085
0.681,-0.353,,,0.616,-0.299,0.712,0.028,0.462,0.273,,,0.246,0.034,0,0,,,,,0.616,-0.205
0.328,0.029,,,0.316,0.289,0.741,0.253,0.734,0.184,,,0.279,0.005,0.001,-0.001,,,,,0.412,0.264
0.357,0.069,,,0.606,0.134,0.993,-0.476,0.918,0.066,,,0.284,0.018,0.001,-0.001,,,,,0.675,-0.202
0.426,-0.426,,,0.739,-0.078,0.517,0.398,0.984,0.022,,,0.302,-0.012,0.185,-0.185,,,,,0.474,-0.005
0.426,0.556,,,0.661,-0.196,0.915,-0.037,,-1.006,,,0.29,0.014,0,0,,,,,0.469,-0.155
0.982,-0.511,,,0.465,0.393,0.878,-0.256,0.896,-0.896,,,0.304,0.245,0.004,0.001,,,,,0.314,0.412
0.471,0.096,,,0.858,-0.233,0.622,-0.214,0.605,-0.605,,,0.549,0.442,0.006,-0.006,,,,,0.726,-0.034
