uem,inc_uem,dindiza,inc_dindiza,massangena,inc_massangena,pomene,inc_pomene,maravia,inc_maravia,nhangau,inc_nhangau,nhapassa_1,inc_nhapassa_1,lugela_1,inc_lugela_1,chomba,inc_chomba,nanhupo_1,inc_nanhupo_1,massangulo,inc_massangulo_1
0.322,0,,,,,,,,,,,,,,,,,,,,
0.322,-0.001,,,,,,,,,,,,,,,,,,,,
0.32,-0.01,,,,,,,,,,,,,,,,,,,,
0.311,-0.015,,,,,,,,,,,,,,,,,,,,
0.296,-0.016,,,,,,,,,,,,,,,,,,,,
0.28,-0.012,,,,,,,,,,,,,,,,,,,,
0.267,-0.01,,,,,,,,,,,,,,,,,,,,
0.258,-0.005,,,,,,,,,,,,,,,,,,,,
0.253,-0.007,,,,,,,,,,,,,,,,,,,,
0.246,-0.011,,,,,,,,,,,,,,,,,,,,
0.235,-0.014,,,,,,,,,,,,,,,,,,,,
0.221,-0.014,,,,,,,,,,,,,,,,,,,,
0.208,-0.007,,,,,,,,,,,,,,,,,,,,
0.201,-0.003,,,,,,,,,,,,,,,,,,,,
0.198,0.005,,,,,,,,,,,,,,,,,,,,
0.204,0.008,,,,,,,,,,,,,,,,,,,,
0.212,0.005,,,,,,,,,,,,,,,,,,,,
0.217,0.001,,,,,,,,,,,,,,,,,,,,
0.219,-0.005,,,,,,,,,,,,,,,,,,,,
0.213,-0.009,,,,,,,,,,,,,,,,,,,,
0.204,-0.009,,,,,,,,,,,,,,,,,,,,
0.194,-0.001,,,,,,,,,,,,,,,,,,,,
0.193,0,,,,,,,,,,,,,,,,,,,,
0.193,0.003,,,,,,,,,,,,,,,,,,,,
0.196,0.004,,,,,,,,,,,,,,,,,,,,
0.2,0.004,,,,,,,,,,,,,,,,,,,,
0.204,0.004,,,,,,,,,,,,,,,,,,,,
0.208,0.008,,,,,,,,,,,,,,,,,,,,
0.216,0.011,,,,,,,,,,,,,,,,,,,,
0.227,0.012,,,,,,,,,,,,,,,,,,,,
0.239,0.016,,,,,,,,,,,,,,,,,,,,
0.256,0.012,,,,,,,,,,,,,,,,,,,,
0.268,0.014,,,,,,,,,,,,,,,,,,,,
0.282,0.014,,,,,,,,,,,,,,,,,,,,
0.295,0.011,,,,,,,,,,,,,,,,,,,,
0.306,0.006,,,,,,,,,,,,,,,,,,,,
0.312,0.008,,,,,,,,,,,,,,,,,,,,
0.32,0.015,,,,,,,,,,,,,,,,,,,,
0.335,0.011,,,,,,,,,,,,,,,,,,,,
0.346,0.003,,,,,,,,,,,,,,,,,,,,
0.349,-0.007,,,,,,,,,,,,,,,,,,,,
0.342,-0.009,,,,,,,,,,,,,,,,,,,,
0.333,-0.012,,,,,,,,,,,,,,,,,,,,
0.321,-0.004,,,,,,,,,,,,,,,,,,,,
0.317,0.01,,,,,,,,,,,,,,,,,,,,
0.327,0.007,,,,,,,,,,,,,,,,,,,,
0.334,0.002,,,,,,,,,,,,,,,,,,,,
0.335,0.004,,,,,,,,,,,,,,,,,,,,
0.34,0.008,,,,,,,,,,,,,,,,,,,,
0.348,0.011,,,,,,,,,,,,,,,,,,,,
0.359,0.01,,,,,,,,,,,,,,,,,,,,
0.369,0.01,,,,,,,,,,,,,,,,,,,,
0.379,0.008,,,,,,,,,,,,,,,,,,,,
0.387,0.006,,,,,,,,,,,,,,,,,,,,
0.393,0.002,,,,,,,,,,,,,,,,,,,,
0.395,-0.001,,,,,,,,,,,,,,,,,,,,
0.394,0,,,,,,,,,,,,,,,,,,,,
0.394,0.007,,,,,,,,,,,,,,,,,,,,
0.401,0.014,,,,,,,,,,,,,,,,,,,,
0.415,0.021,,,,,,,,,,,,,,,,,,,,
0.436,0.013,,,,,,,,,,,,,,,,,,,,
0.449,-0.011,,,,,,,,,,,,,,,,,,,,
0.439,-0.006,,,,,,,,,,,,,,,,,,,,
0.432,0.006,,,,,,,,,,,,,,,,,,,,
0.438,0.02,,,,,,,,,,,,,,,,,,,,
0.458,0.025,,,,,,,,,,,,,,,,,,,,
0.483,0.007,,,,,,,,,,,,,,,,,,,,
0.491,-0.011,,,,,,,,,,,,,,,,,,,,
0.48,-0.012,,,,,,,,,,,,,,,,,,,,
0.468,-0.006,,,,,,,,,,,,,,,,,,,,
0.462,0.021,,,,,,,,,,,,,,,,,,,,
0.483,0.056,,,,,,,,,,,,,,,,,,,,
0.539,-0.068,,,,,,,,,,,,,,,,,,,,
0.472,-0.006,,,,,,,,,,,,,,,,,,,,
0.465,0.022,,,,,,,,,,,,,,,,,,,,
0.487,0.026,,,,,,,,,,,,,,,,,,,,
0.512,0.012,,,,,,,,,,,,,,,,,,,,
0.524,-0.009,,,,,,,,,,,,,,,,,,,,
0.515,-0.011,,,,,,,,,,,,,,,,,,,,
0.505,-0.006,,,,,,,,,,,,,,,,,,,,
0.498,0.002,,,,,,,,,,,,,,,,,,,,
0.5,0.018,,,,,,,,,,,,,,,,,,,,
0.518,-0.009,,,,,,,,,,,,,,,,,,,,
0.509,-0.036,,,,,,,,,,,,,,,,,,,,
0.473,-0.011,,,,,,,,,,,,,,,,,,,,
0.462,0.005,,,,,,,,,,,,,,,,,,,,
0.467,0.01,,,,,,,,,,,,,,,,,,,,
0.477,0.031,,,,,,,,,,,,,,,,,,,,
0.508,0.004,,,,,,,,,,,,,,,,,,,,
0.512,-0.012,,,,,,,,,,,,,,,,,,,,
0.499,-0.006,,,,,,,,,,,,,,,,,,,,
0.493,-0.015,,,,,,,,,,,,,,,,,,,,
0.478,0.044,,,,,,,,,,,,,,,,,,,,
0.522,-0.002,,,,,,,,,,,,,,,,,,,,
0.52,-0.006,,,,,,,,,,,,,,,,,,,,
0.514,-0.003,,,,,,,,,,,,,,,,,,,,
0.51,0.03,,,,,,,,,,,,,,,,,,,,
0.54,0.226,,,,,,,,,,,,,,,,,,,,
0.766,-0.251,,,,,,,,,,,,,,,,,,,,
0.516,-0.032,,,,,,,,,,,,,,,,,,,,
0.483,-0.018,,,,,,,,,,,,,,,,,,,,
0.465,-0.014,,,,,,,,,,,,,,,,,,,,
0.451,-0.011,,,,,,,,,,,,,,,,,,,,
0.44,-0.004,,,,,,,,,,,,,,,,,,,,
0.437,0.007,,,,,,,,,,,,,,,,,,,,
0.443,0.005,,,,,,,,,,,,,,,,,,,,
0.449,0.007,,,,,,,,,,,,,,,,,,,,
0.455,0.005,,,,,,,,,,,,,,,,,,,,
0.461,0.022,,,,,,,,,,,,,,,,,,,,
0.482,0.11,,,,,,,,,,,,,,,,,,,,
0.593,0.1,,,,,,,,,,,,,,,,,,,,
0.693,0.147,,,,,,,,,,,,,,,,,,,,
0.84,-0.84,,,,,,,,,,,,,,,,,,,,
,-0.096,,,,,,,,,,,,,,,,,,,,
0.912,-0.912,,,,,,,,,,,,,,,,,,,,
0.735,-0.05,,,,,,,,,,,,,,,,,,,,
0.685,0.269,,,,,,,,,,,,,,,,,,,,
0.954,0.01,,,,,,,,,,,,,,,,,,,,
0.964,-0.173,,,,,,,,,,,,,,,,,,,,
0.791,-0.117,,,,,,,,,,,,,,,,,,,,
0.673,-0.169,,,,,,,,,,,,,,,,,,,,
0.504,-0.02,,,,,,,,,,,,,,,,,,,,
0.484,0.067,,,,,,,,,,,,,,,,,,,,
0.552,0.066,,,,,,,,,,,,,,,,,,,,
0.618,0.316,,,,,,,,,,,,,,,,,,,,
0.934,-0.1,,,,,,,,,,,,,,,,,,,,
0.833,-0.266,,,,,,,,,,,,,,,,,,,,
0.568,0.356,,,,,,,,,,,,,,,,,,,,
0.924,-0.135,,,,,,,,,,,,,,,,,,,,
0.788,-0.788,,,,,,,,,,,,,,,,,,,,
0.593,0.218,,,,,,,,,,,,,,,,,,,,
0.811,-0.213,,,,,,,,,,,,,,,,,,,,
0.597,-0.071,,,,,,,,,,,,,,,,,,,,
0.526,0.248,,,,,,,,,,,,,,,,,,,,
0.774,-0.114,,,,,,,,,,,,,,,,,,,,
0.66,-0.017,,,,,,,,,,,,,,,,,,,,
0.643,0.019,,,,,,,,,,,,,,,,,,,,
0.662,-0.014,,,,,,,,,,,,,,,,,,,,
0.648,0.149,,,,,,,,,,,,,,,,,,,,
0.797,-0.797,,,,,,,,,,,,,,,,,,,,
0.981,0.028,,,,,,,,,,,,,,,,,,,,
,-1.009,,,,,,,,,,,,,,,,,,,,
0.424,-0.042,,,,,,,,,,,,,,,,,,,,
0.382,-0.009,,,,,,,,,,,,,,,,,,,,
0.373,0.305,,,,,,,,,,,,,,,,,,,,
0.679,-0.679,,,,,,,,,,,,,,,,,,,,
0.607,-0.032,,,,,,,,,,,,,,,,,,,,
0.576,-0.039,,,,,,,,,,,,,,,,,,,,
0.537,-0.046,,,,,,,,,,,,,,,,,,,,
0.491,-0.007,,,,,,,,,,,,,,,,,,,,
0.484,0.07,,,,,,,,,,,,,,,,,,,,
0.554,-0.072,,,,,,,,,,,,,,,,,,,,
0.482,-0.034,,,,,,,,,,,,,,,,,,,,
0.448,-0.023,,,,,,,,,,,,,,,,,,,,
0.425,-0.009,,,,,,,,,,,,,,,,,,,,
0.416,0.001,,,,,,,,,,,,,,,,,,,,
0.418,0.01,,,,,,,,,,,,,,,,,,,,
0.428,0.023,,,,,,,,,,,,,,,,,,,,
0.451,0.222,,,,,,,,,,,,,,,,,,,,
0.672,-0.155,,,,,,,,,,,,,,,,,,,,
0.518,-0.042,,,,,,,,,,,,,,,,,,,,
0.475,-0.475,,,,,,,,,,,,,,,,,,,,
0.523,-0.052,,,,,,,,,,,,,,,,,,,,
0.472,-0.043,,,,,,,,,,,,,,,,,,,,
0.428,-0.031,,,,,,,,,,,,,,,,,,,,
0.398,-0.027,,,,,,,,,,,,,,,,,,,,
0.37,-0.019,,,,,,,,,,,,,,,,,,,,
0.352,-0.017,,,,,,,,,,,,,,,,,,,,
0.335,-0.017,,,,,,,,,,,,,,,,,,,,
0.318,-0.006,,,,,,,,,,,,,,,,,,,,
0.312,-0.006,,,,,,,,,,,,,,,,,,,,
0.305,-0.01,,,,,,,,,,,,,,,,,,,,
0.296,-0.008,,,,,,,,,,,,,,,,,,,,
0.287,-0.006,,,,,,,,,,,,,,,,,,,,
0.281,-0.003,,,,,,,,,,,,,,,,,,,,
0.279,0.001,,,,,,,,,,,,,,,,,,,,
0.28,-0.004,,,,,,,,,,,,,,,,,,,,
0.275,-0.006,,,,,,,,,,,,,,,,,,,,
0.269,-0.003,,,,,,,,,,,,,,,,,,,,
0.266,0.003,,,,,,,,,,,,,,,,,,,,
0.269,0.009,,,,,,,,,,,,,,,,,,,,
0.278,0.015,,,,,,,,,,,,,,,,,,,,
0.293,0.019,,,,,,,,,,,,,,,,,,,,
0.312,0.023,,,,,,,,,,,,,,,,,,,,
0.335,0.021,,,,,,,,,,,,,,,,,,,,
0.356,0.027,,,,,,,,,,,,,,,,,,,,
0.383,0.032,,,,,,,,,,,,,,,,,,,,
0.415,0.044,,,,,,,,,,,,,,,,,,,,
0.459,0.018,,,,,,,,,,,,,,,,,,,,
0.477,-0.006,,,,,,,,,,,,,,,,,,,,
0.471,-0.004,,,,,,,,,,,,,,,,,,,,
0.468,0.002,,,,,,,,,,,,,,,,,,,,
0.47,0.017,,,,,,,,,,,,,,,,,,,,
0.486,0.025,,,,,,,,,,,,,,,,,,,,
0.511,0.015,,,,,,,,,,,,,,,,,,,,
0.526,0.003,,,,,,,,,,,,,,,,,,,,
0.529,-0.004,,,,,,,,,,,,,,,,,,,,
0.526,-0.001,,,,,,,,,,,,,,,,,,,,
0.524,-0.001,,,,,,,,,,,,,,,,,,,,
0.523,0.001,,,,,,,,,,,,,,,,,,,,
0.523,0.005,,,,,,,,,,,,,,,,,,,,
0.528,0.014,,,,,,,,,,,,,,,,,,,,
0.542,0.018,,,,,,,,,,,,,,,,,,,,
0.56,0.027,,,,,,,,,,,,,,,,,,,,
0.586,0.016,,,,,,,,,,,,,,,,,,,,
0.603,0.023,,,,,,,,,,,,,,,,,,,,
0.626,0.025,,,,,,,,,,,,,,,,,,,,
0.651,0.072,,,,,,,,,,,,,,,,,,,,
0.723,-0.014,,,,,,,,,,,,,,,,,,,,
0.71,0.042,,,,,,,,,,,,,,,,,,,,
0.752,0.049,,,,,,,,,,,,,,,,,,,,
0.801,0.177,,,,,,,,,,,,,,,,,,,,
0.978,-0.208,,,,,,,,,,,,,,,,,,,,
0.769,-0.014,,,,,,,,,,,,,,,,,,,,
0.756,-0.03,,,,,,,,,,,,,,,,,,,,
0.725,0.229,,,,,,,,,,,,,,,,,,,,
0.955,-0.202,,,,,,,,,,,,,,,,,,,,
0.753,0,,,,,,,,,,,,,,,,,,,,
0.753,-0.026,,,,,,,,,,,,,,,,,,,,
0.727,-0.012,,,,,,,,,,,,,,,,,,,,
0.715,-0.022,,,,,,,,,,,,,,,,,,,,
0.693,-0.024,,,,,,,,,,,,,,,,,,,,
0.668,-0.059,,,,,,,,,,,,,,,,,,,,
0.61,-0.04,,,,,,,,,,,,,,,,,,,,
0.57,-0.021,,,,,,,,,,,,,,,,,,,,
0.549,-0.024,,,,,,,,,,,,,,,,,,,,
0.525,-0.021,,,,,,,,,,,,,,,,,,,,
0.504,-0.009,,,,,,,,,,,,,,,,,,,,
0.495,0.001,,,,,,,,,,,,,,,,,,,,
0.496,0.011,,,,,,,,,,,,,,,,,,,,
0.507,0.014,,,,,,,,,,,,,,,,,,,,
0.52,0.009,,,,,,,,,,,,,,,,,,,,
0.529,0.017,,,,,,,,,,,,,,,,,,,,
0.546,0.012,,,,,,,,,,,,,,,,,,,,
0.557,0.004,,,,,,,,,,,,,,,,,,,,
0.561,-0.007,,,,,,,,,,,,,,,,,,,,
0.555,-0.012,,,,,,,,,,,,,,,,,,,,
0.543,-0.015,,,,,,,,,,,,,,,,,,,,
0.528,-0.01,,,,,,,,,,,,,,,,,,,,
0.518,-0.01,,,,,,,,,,,,,,,,,,,,
0.509,-0.01,,,,,,,,,,,,,,,,,,,,
0.499,-0.007,,,,,,,,,,,,,,,,,,,,
0.491,0.001,,,,,,,,,,,,,,,,,,,,
0.492,0.012,,,,,,,,,,,,,,,,,,,,
0.505,0.021,,,,,,,,,,,,,,,,,,,,
0.525,0.015,,,,,,,,,,,,,,,,,,,,
0.541,0.01,,,,,,,,,,,,,,,,,,,,
0.551,0.004,,,,,,,,,,,,,,,,,,,,
0.555,-0.004,,,,,,,,,,,,,,,,,,,,
0.551,-0.004,,,,,,,,,,,,,,,,,,,,
0.547,-0.004,,,,,,,,,,,,,,,,,,,,
0.542,0.002,,,,,,,,,,,,,,,,,,,,
0.544,0.011,,,,,,,,,,,,,,,,,,,,
0.554,0.023,,,,,,,,,,,,,,,,,,,,
0.577,0.036,,,,,,,,,,,,,,,,,,,,
0.613,0.024,,,,,,,,,,,,,,,,,,,,
0.637,0.015,,,,,,,,,,,,,,,,,,,,
0.651,0.006,,,,,,,,,,,,,,,,,,,,
0.657,-0.01,,,,,,,,,,,,,,,,,,,,
0.647,-0.017,,,,,,,,,,,,,,,,,,,,
0.631,-0.01,,,,,,,,,,,,,,,,,,,,
0.62,-0.014,,,,,,,,,,,,,,,,,,,,
0.606,-0.011,,,,,,,,,,,,,,,,,,,,
0.595,-0.008,,,,,,,,,,,,,,,,,,,,
0.588,-0.005,,,,,,,,,,,,,,,,,,,,
0.583,-0.011,,,,,,,,,,,,,,,,,,,,
0.572,-0.008,,,,,,,,,,,,,,,,,,,,
0.563,-0.008,,,,,,,,,,,,,,,,,,,,
0.555,-0.012,,,,,,,,,,,,,,,,,,,,
0.543,-0.016,,,,,,,,,,,,,,,,,,,,
0.527,-0.012,,,,,,,,,,,,,,,,,,,,
0.515,-0.013,,,,,,,,,,,,,,,,,,,,
0.502,-0.002,,,,,,,,,,,,,,,,,,,,
0.5,0.001,,,,,,,,,,,,,,,,,,,,
0.502,0.009,,,,,,,,,,,,,,,,,,,,
0.51,0.013,,,,,,,,,,,,,,,,,,,,
0.523,0.028,,,,,,,,,,,,,,,,,,,,
0.552,0.025,,,,,,,,,,,,,,,,,,,,
0.577,0.026,,,,,,,,,,,,,,,,,,,,
0.602,-0.001,,,,,,,,,,,,,,,,,,,,
0.601,-0.013,,,,,,,,,,,,,,,,,,,,
0.588,-0.013,,,,,,,,,,,,,,,,,,,,
0.574,-0.014,,,,,,,,,,,,,,,,,,,,
0.561,-0.01,,,,,,,,,,,,,,,,,,,,
0.551,-0.006,,,,,,,,,,,,,,,,,,,,
0.545,0.019,,,,,,,,,,,,,,,,,,,,
0.564,0.015,,,,,,,,,,,,,,,,,,,,
0.579,0.024,,,,,,,,,,,,,,,,,,,,
0.603,0.059,,,,,,,,,,,,,,,,,,,,
0.662,0.034,,,,,,,,,,,,,,,,,,,,
0.697,-0.005,,,,,,,,,,,,,,,,,,,,
0.692,0.004,,,,,,,,,,,,,,,,,,,,
0.696,-0.005,,,,,,,,,,,,,,,,,,,,
0.691,0.009,,,,,,,,,,,,,,,,,,,,
0.7,0,,,,,,,,,,,,,,,,,,,,
0.7,-0.019,,,,,,,,,,,,,,,,,,,,
0.681,-0.029,,,,,,,,,,,,,,,,,,,,
0.651,-0.025,,,,,,,,,,,,,,,,,,,,
0.626,-0.026,,,,,,,,,,,,,,,,,,,,
0.6,-0.017,,,,,,,,,,,,,,,,,,,,
0.584,-0.017,,,,,,,,,,,,,,,,,,,,
0.567,-0.007,,,,,,,,,,,,,,,,,,,,
0.559,-0.002,,,,,,,,,,,,,,,,,,,,
0.557,-0.003,,,,,,,,,,,,,,,,,,,,
0.554,-0.003,,,,,,,,,,,,,,,,,,,,
0.552,-0.003,,,,,,,,,,,,,,,,,,,,
0.549,-0.003,,,,,,,,,,,,,,,,,,,,
0.546,-0.003,,,,,,,,,,,,,,,,,,,,
0.543,0.003,,,,,,,,,,,,,,,,,,,,
0.546,-0.003,,,,,,,,,,,,,,,,,,,,
0.543,-0.009,,,,,,,,,,,,,,,,,,,,
0.534,-0.009,,,,,,,,,,,,,,,,,,,,
0.525,-0.016,,,,,,,,,,,,,,,,,,,,
0.509,-0.016,,,,,,,,,,,,,,,,,,,,
0.493,-0.023,,,,,,,,,,,,,,,,,,,,
0.47,-0.018,,,,,,,,,,,,,,,,,,,,
0.452,-0.012,,,,,,,,,,,,,,,,,,,,
0.44,-0.019,,,,,,,,,,,,,,,,,,,,
0.422,-0.026,,,,,,,,,,,,,,,,,,,,
0.396,-0.034,,,,,,,,,,,,,,,,,,,,
0.362,-0.021,,,,,,,,,,,,,,,,,,,,
0.34,-0.008,,,,,,,,,,,,,,,,,,,,
0.333,-0.001,,,,,,,,,,,,,,,,,,,,
0.331,0.006,,,,,,,,,,,,,,,,,,,,
0.338,0.006,,,,,,,,,,,,,,,,,,,,
0.344,0.014,,,,,,,,,,,,,,,,,,,,
0.359,0.03,,,,,,,,,,,,,,,,,,,,
0.389,0.04,,,,,,,,,,,,,,,,,,,,
0.429,0.025,,,,,,,,,,,,,,,,,,,,
0.453,-0.007,,,,,,,,,,,,,,,,,,,,
0.446,-0.016,,,,,,,,,,,,,,,,,,,,
0.43,0.009,,,,,,,,,,,,,,,,,,,,
0.439,0.045,,,,,,,,,,,,,,,,,,,,
0.484,0.056,,,,,,,,,,,,,,,,,,,,
0.54,0.021,,,,,,,,,,,,,,,,,,,,
0.561,0.003,,,,,,,,,,,,,,,,,,,,
0.564,-0.035,,,,,,,,,,,,,,,,,,,,
0.529,-0.037,,,,,,,,,,,,,,,,,,,,
0.492,-0.008,,,,,,,,,,,,,,,,,,,,
0.484,-0.009,,,,,,,,,,,,,,,,,,,,
0.475,0.033,,,,,,,,,,,,,,,,,,,,
0.508,0.023,,,,,,,,,,,,,,,,,,,,
0.531,0.025,,,,,,,,,,,,,,,,,,,,
0.556,-0.008,,,,,,,,,,,,,,,,,,,,
0.547,-0.009,,,,,,,,,,,,,,,,,,,,
0.538,0.002,,,,,,,,,,,,,,,,,,,,
0.54,-0.01,,,,,,,,,,,,,,,,,,,,
0.53,0.002,,,,,,,,,,,,,,,,,,,,
0.532,0.002,,,,,,,,,,,,,,,,,,,,
0.534,-0.012,,,,,,,,,,,,,,,,,,,,
0.523,0.001,,,,,,,,,,,,,,,,,,,,
0.524,0.044,,,,,,,,,,,,,,,,,,,,
0.568,0.032,,,,,,,,,,,,,,,,,,,,
0.599,0.048,,,,,,,,,,,,,,,,,,,,
0.648,0.051,,,,,,,,,,,,,,,,,,,,
0.699,0.022,,,,,,,,,,,,,,,,,,,,
0.721,0.007,,,,,,,,,,,,,,,,,,,,
0.728,-0.027,,,,,,,,,,,,,,,,,,,,
0.701,-0.012,,,,,,,,,,,,,,,,,,,,
0.689,-0.031,,,,,,,,,,,,,,,,,,,,
0.658,-0.053,,,,,,,,,,,,,,,,,,,,
0.605,0.002,,,,,,,,,,,,,,,,,,,,
0.607,0.022,,,,,,,,,,,,,,,,,,,,
0.63,0.023,,,,,,,,,,,,,,,,,,,,
0.653,0.047,,,,,,,,,,,,,,,,,,,,
0.7,0.027,,,,,,,,,,,,,,,,,,,,
0.727,0.029,,,,,,,,,,,,,,,,,,,,
0.756,0.056,,,,,,,,,,,,,,,,,,,,
0.812,0.06,,,,,,,,,,,,,,,,,,,,
0.871,0.091,,,,,,,,,,,,,,,,,,,,
0.962,-0.962,,,,,,,,,,,,,,,,,,,,
0.962,-0.024,,,,,,,,,,,,,,,,,,,,
0.938,0.011,,,,,,,,,,,,,,,,,,,,
0.949,0.004,,,,,,,,,,,,,,,,,,,,
0.952,0.01,,,,,,,,,,,,,,,,,,,,
0.962,0.003,,,,,,,,,,,,,,,,,,,,
0.966,-0.003,,,,,,,,,,,,,,,,,,,,
0.962,-0.009,,,,,,,,,,,,,,,,,,,,
0.953,0.009,,,,,,,,,,,,,,,,,,,,
0.962,0.015,,,,,,,,,,,,,,,,,,,,
0.977,-0.009,,,,,,,,,,,,,,,,,,,,
0.967,0.02,,,,,,,,,,,,,,,,,,,,
0.987,-0.987,,,,,,,,,,,,,,,,,,,,
,-0.008,,,,,,,,,,,,,,,,,,,,
0.995,-0.008,,,,,,,,,,,,,,,,,,,,
0.987,0.02,,,,,,,,,,,,,,,,,,,,
,-0.022,,,,,,,,,,,,,,,,,,,,
0.985,-0.044,,,,,,,,,,,,,,,,,,,,
0.941,-0.034,,,,,,,,,,,,,,,,,,,,
0.907,-0.002,,,,,,,,,,,,,,,,,,,,
0.905,-0.024,,,,,,,,,,,,,,,,,,,,
0.881,0.015,,,,,,,,,,,,,,,,,,,,
0.896,-0.015,,,,,,,,,,,,,,,,,,,,
0.881,-0.074,,,,,,,,,,,,,,,,,,,,
0.807,0.003,,,,,,,,,,,,,,,,,,,,
0.811,-0.026,,,,,,,,,,,,,,,,,,,,
0.785,-0.021,,,,,,,,,,,,,,,,,,,,
0.764,0.008,,,,,,,,,,,,,,,,,,,,
0.771,-0.001,,,,,,,,,,,,,,,,,,,,
0.771,-0.036,,,,,,,,,,,,,,,,,,,,
0.735,0.004,,,,,,,,,,,,,,,,,,,,
0.738,0.015,,,,,,,,,,,,,,,,,,,,
0.753,0.038,,,,,,,,,,,,,,,,,,,,
0.791,0.018,,,,,,,,,,,,,,,,,,,,
0.809,0.007,,,,,,,,,,,,,,,,,,,,
0.816,-0.023,,,,,,,,,,,,,,,,,,,,
0.793,-0.008,,,,,,,,,,,,,,,,,,,,
0.785,-0.012,,,,,,,,,,,,,,,,,,,,
0.773,0.01,,,,,,,,,,,,,,,,,,,,
0.783,0.01,,,,,,,,,,,,,,,,,,,,
0.793,-0.001,,,,,,,,,,,,,,,,,,,,
0.793,0.034,,,,,,,,,,,,,,,,,,,,
0.827,0.071,,,,,,,,,,,,,,,,,,,,
0.898,0.036,,,,,,,,,,,,,,,,,,,,
0.934,0.008,,,,,,,,,,,,,,,,,,,,
0.942,-0.016,,,,,,,,,,,,,,,,,,,,
0.927,0.005,,,,,,,,,,,,,,,,,,,,
0.931,-0.012,,,,,,,,,,,,,,,,,,,,
0.92,0.005,,,,,,,,,,,,,,,,,,,,
0.924,0.001,,,,,,,,,,,,,,,,,,,,
0.926,-0.05,,,,,,,,,,,,,,,,,,,,
0.876,-0.001,,,,,,,,,,,,,,,,,,,,
0.874,0.011,,,,,,,,,,,,,,,,,,,,
0.886,0.011,,,,,,,,,,,,,,,,,,,,
0.897,-0.008,,,,,,,,,,,,,,,,,,,,
0.889,0.039,,,,,,,,,,,,,,,,,,,,
0.928,0.014,,,,,,,,,,,,,,,,,,,,
0.941,0.01,,,,,,,,,,,,,,,,,,,,
0.951,0.007,,,,,,,,,,,,,,,,,,,,
0.958,0.007,,,,,,,,,,,,,,,,,,,,
0.965,0.007,,,,,,,,,,,,,,,,,,,,
0.972,-0.017,,,,,,,,,,,,,,,,,,,,
0.956,0.004,,,,,,,,,,,,,,,,,,,,
0.96,-0.01,,,,,,,,,,,,,,,,,,,,
0.949,0.004,,,,,,,,,,,,,,,,,,,,
0.953,-0.007,,,,,,,,,,,,,,,,,,,,
0.946,0.015,,,,,,,,,,,,,,,,,,,,
0.961,0.023,,,,,,,,,,,,,,,,,,,,
0.984,0.004,,,,,,,,,,,,,,,,,,,,
0.988,-0.013,,,,,,,,,,,,,,,,,,,,
0.975,-0.034,,,,,,,,,,,,,,,,,,,,
0.941,0.031,,,,,,,,,,,,,,,,,,,,
0.972,-0.018,,,,,,,,,,,,,,,,,,,,
0.954,-0.047,,,,,,,,,,,,,,,,,,,,
0.907,-0.038,,,,,,,,,,,,,,,,,,,,
0.869,0.036,,,,,,,,,,,,,,,,,,,,
0.904,0.015,,,,,,,,,,,,,,,,,,,,
0.919,0.014,,,,,,,,,,,,,,,,,,,,
0.933,-0.024,,,,,,,,,,,,,,,,,,,,
0.909,-0.011,,,,,,,,,,,,,,,,,,,,
0.898,-0.037,,,,,,,,,,,,,,,,,,,,
0.861,-0.003,,,,,,,,,,,,,,,,,,,,
0.858,0.007,,,,,,,,,,,,,,,,,,,,
0.864,0.002,,,,,,,,,,,,,,,,,,,,
0.866,-0.001,,,,,,,,,,,,,,,,,,,,
0.865,0.007,,,,,,,,,,,,,,,,,,,,
0.872,0.002,,,,,,,,,,,,,,,,,,,,
0.874,-0.023,,,,,,,,,,,,,,,,,,,,
0.851,-0.005,,,,,,,,,,,,,,,,,,,,
0.846,0.014,,,,,,,,,,,,,,,,,,,,
0.86,0.007,,,,,,,,,,,,,,,,,,,,
0.866,0.049,,,,,,,,,,,,,,,,,,,,
0.915,0.008,,,,,,,,,,,,,,,,,,,,
0.924,0.034,,,,,,,,,,,,,,,,,,,,
0.958,0.01,,,,,,,,,,,,,,,,,,,,
0.968,0.008,,,,,,,,,,,,,,,,,,,,
0.976,-0.004,,,,,,,,,,,,,,,,,,,,
0.973,0.001,,,,,,,,,,,,,,,,,,,,
0.974,0.003,,,,,,,,,,,,,,,,,,,,
0.977,0.008,,,,,,,,,,,,,,,,,,,,
0.985,-0.008,,,,,,,,,,,,,,,,,,,,
0.977,-0.012,,,,,,,,,,,,,,,,,,,,
0.965,-0.017,,,,,,,,,,,,,,,,,,,,
0.948,0.041,,,,,,,,,,,,,,,,,,,,
0.989,-0.005,,,,,,,,,,,,,,,,,,,,
0.984,0.012,,,,,,,,,,,,,,,,,,,,
0.996,0.001,,,,,,,,,,,,,,,,,,,,
0.997,-0.012,,,,,,,,,,,,,,,,,,,,
0.985,-0.003,,,,,,,,,,,,,,,,,,,,
0.982,-0.003,,,,,,,,,,,,,,,,,,,,
0.979,0.001,,,,,,,,,,,,,,,,,,,,
0.98,-0.003,,,,,,,,,,,,,,,,,,,,
0.977,0.003,,,,,,,,,,,,,,,,,,,,
0.98,-0.022,,,,,,,,,,,,,,,,,,,,
0.959,-0.034,,,,,,,,,,,,,,,,,,,,
0.925,-0.044,,,,,,,,,,,,,,,,,,,,
